100,0.001734
100,0.001522
200,0.018057
200,0.016489
300,0.053787
300,0.043417
400,0.126896
400,0.123838
500,0.260185
500,0.248735
600,0.387438
600,0.384708
700,0.629862
700,0.620920
800,1.027907
800,1.015551
900,4.400414
900,4.365099
1000,1.557769
1000,1.470382
